nick,civ,week_start,wins,losses,games,winrate
stylishsteam,Wu,2025-11-17,0,1,1,0.00
stylishsteam,Wu,2025-12-29,0,1,1,0.00
sundar7238,Aztecs,2024-02-12,1,1,2,0.50
sundar7238,Aztecs,2024-04-08,0,1,1,0.00
sundar7238,Aztecs,2024-09-02,0,1,1,0.00
sundar7238,Aztecs,2024-10-14,1,0,1,1.00
sundar7238,Aztecs,2024-11-04,0,1,1,0.00
sundar7238,Aztecs,2024-11-11,1,0,1,1.00
sundar7238,Aztecs,2025-01-13,1,0,1,1.00
sundar7238,Aztecs,2025-01-20,0,2,2,0.00
sundar7238,Aztecs,2025-01-27,0,1,1,0.00
sundar7238,Aztecs,2025-04-07,0,1,1,0.00
sundar7238,Aztecs,2025-06-30,0,1,1,0.00
sundar7238,Aztecs,2025-09-08,0,1,1,0.00
sundar7238,Aztecs,2025-10-27,0,1,1,0.00
sundar7238,Aztecs,2026-02-02,0,1,1,0.00
sundar7238,Bengalis,2024-02-12,1,1,2,0.50
sundar7238,Bengalis,2024-02-19,2,0,2,1.00
sundar7238,Bengalis,2024-04-15,0,2,2,0.00
sundar7238,Bengalis,2024-07-01,1,1,2,0.50
sundar7238,Bengalis,2024-09-02,1,3,4,0.25
sundar7238,Bengalis,2024-10-07,1,0,1,1.00
sundar7238,Bengalis,2024-10-14,1,0,1,1.00
sundar7238,Bengalis,2024-12-09,0,1,1,0.00
sundar7238,Bengalis,2024-12-30,2,1,3,0.67
sundar7238,Bengalis,2025-02-24,0,1,1,0.00
sundar7238,Bengalis,2025-04-14,1,3,4,0.25
sundar7238,Bengalis,2025-05-19,0,1,1,0.00
sundar7238,Bengalis,2025-06-23,0,1,1,0.00
sundar7238,Bengalis,2025-08-11,0,1,1,0.00
sundar7238,Bengalis,2025-09-15,0,1,1,0.00
sundar7238,Bengalis,2026-02-09,2,0,2,1.00
sundar7238,Berbers,2024-01-22,0,1,1,0.00
sundar7238,Berbers,2024-02-12,1,0,1,1.00
sundar7238,Berbers,2024-02-19,0,2,2,0.00
sundar7238,Berbers,2024-04-01,1,0,1,1.00
sundar7238,Berbers,2024-06-03,1,0,1,1.00
sundar7238,Berbers,2024-06-24,1,0,1,1.00
sundar7238,Berbers,2024-07-01,0,1,1,0.00
sundar7238,Berbers,2024-09-16,1,1,2,0.50
sundar7238,Berbers,2024-10-07,0,1,1,0.00
sundar7238,Berbers,2024-10-14,2,0,2,1.00
sundar7238,Berbers,2024-11-18,1,0,1,1.00
sundar7238,Berbers,2024-11-25,1,0,1,1.00
sundar7238,Berbers,2024-12-23,0,1,1,0.00
sundar7238,Berbers,2025-03-03,1,0,1,1.00
sundar7238,Berbers,2025-09-29,1,0,1,1.00
sundar7238,Berbers,2025-10-13,0,1,1,0.00
sundar7238,Berbers,2025-10-20,1,0,1,1.00
sundar7238,Berbers,2025-11-17,1,0,1,1.00
sundar7238,Berbers,2025-12-15,1,0,1,1.00
sundar7238,Berbers,2025-12-22,1,0,1,1.00
sundar7238,Berbers,2026-01-26,1,0,1,1.00
sundar7238,Berbers,2026-02-23,1,0,1,1.00
sundar7238,Bohemians,2024-11-11,0,1,1,0.00
sundar7238,Bohemians,2024-12-23,1,0,1,1.00
sundar7238,Bohemians,2024-12-30,0,1,1,0.00
sundar7238,Bohemians,2025-01-06,1,1,2,0.50
sundar7238,Bohemians,2025-02-17,1,0,1,1.00
sundar7238,Bohemians,2025-08-11,2,2,4,0.50
sundar7238,Bohemians,2025-08-18,1,2,3,0.33
sundar7238,Bohemians,2026-01-19,0,1,1,0.00
sundar7238,Bohemians,2026-02-02,0,1,1,0.00
sundar7238,Britons,2024-02-12,1,2,3,0.33
sundar7238,Britons,2024-04-15,1,1,2,0.50
sundar7238,Britons,2024-06-24,1,0,1,1.00
sundar7238,Britons,2024-08-26,1,0,1,1.00
sundar7238,Britons,2025-01-13,0,1,1,0.00
sundar7238,Britons,2025-02-17,0,2,2,0.00
sundar7238,Britons,2025-07-28,0,1,1,0.00
sundar7238,Britons,2025-08-11,0,1,1,0.00
sundar7238,Britons,2025-09-08,1,0,1,1.00
sundar7238,Britons,2025-11-24,1,0,1,1.00
sundar7238,Britons,2025-12-08,0,1,1,0.00
sundar7238,Britons,2025-12-22,1,0,1,1.00
sundar7238,Britons,2026-01-12,1,0,1,1.00
sundar7238,Britons,2026-01-19,1,0,1,1.00
sundar7238,Britons,2026-01-26,1,0,1,1.00
sundar7238,Bulgarians,2024-02-26,0,1,1,0.00
sundar7238,Bulgarians,2024-03-11,1,0,1,1.00
sundar7238,Bulgarians,2024-04-01,0,1,1,0.00
sundar7238,Bulgarians,2024-07-01,0,2,2,0.00
sundar7238,Bulgarians,2024-07-15,0,1,1,0.00
sundar7238,Bulgarians,2024-08-19,1,0,1,1.00
sundar7238,Bulgarians,2024-10-28,0,1,1,0.00
sundar7238,Bulgarians,2024-11-25,0,1,1,0.00
sundar7238,Bulgarians,2024-12-09,0,1,1,0.00
sundar7238,Bulgarians,2025-03-17,1,0,1,1.00
sundar7238,Bulgarians,2025-03-31,2,1,3,0.67
sundar7238,Bulgarians,2025-05-05,0,1,1,0.00
sundar7238,Bulgarians,2025-06-02,1,0,1,1.00
sundar7238,Bulgarians,2025-09-01,0,1,1,0.00
sundar7238,Bulgarians,2025-10-06,1,0,1,1.00
sundar7238,Bulgarians,2025-10-20,1,0,1,1.00
sundar7238,Bulgarians,2025-11-10,1,2,3,0.33
sundar7238,Bulgarians,2025-12-29,0,1,1,0.00
sundar7238,Bulgarians,2026-01-26,0,1,1,0.00
sundar7238,Burgundians,2024-02-19,1,0,1,1.00
sundar7238,Burgundians,2024-04-08,2,0,2,1.00
sundar7238,Burgundians,2024-04-15,1,0,1,1.00
sundar7238,Burgundians,2024-04-29,0,1,1,0.00
sundar7238,Burgundians,2024-10-28,0,1,1,0.00
sundar7238,Burgundians,2024-11-11,0,1,1,0.00
sundar7238,Burgundians,2024-12-09,0,1,1,0.00
sundar7238,Burgundians,2025-01-06,2,0,2,1.00
sundar7238,Burgundians,2025-01-27,1,1,2,0.50
sundar7238,Burgundians,2025-03-03,0,1,1,0.00
sundar7238,Burgundians,2025-04-21,1,0,1,1.00
sundar7238,Burgundians,2025-06-16,0,1,1,0.00
sundar7238,Burgundians,2025-07-07,1,0,1,1.00
sundar7238,Burgundians,2025-08-11,0,1,1,0.00
sundar7238,Burgundians,2025-08-18,1,0,1,1.00
sundar7238,Burgundians,2025-08-25,1,1,2,0.50
sundar7238,Burgundians,2025-09-15,0,1,1,0.00
sundar7238,Burgundians,2025-11-10,1,0,1,1.00
sundar7238,Burgundians,2025-11-17,0,1,1,0.00
sundar7238,Burgundians,2025-12-01,2,1,3,0.67
sundar7238,Burgundians,2025-12-22,1,0,1,1.00
sundar7238,Burgundians,2026-01-26,1,1,2,0.50
sundar7238,Burmese,2024-01-29,0,1,1,0.00
sundar7238,Burmese,2024-04-15,0,1,1,0.00
sundar7238,Burmese,2024-07-08,1,0,1,1.00
sundar7238,Burmese,2024-08-19,1,1,2,0.50
sundar7238,Burmese,2024-11-25,0,1,1,0.00
sundar7238,Burmese,2024-12-23,1,1,2,0.50
sundar7238,Burmese,2025-01-13,2,0,2,1.00
sundar7238,Burmese,2025-01-27,2,0,2,1.00
sundar7238,Burmese,2025-02-24,0,1,1,0.00
sundar7238,Burmese,2025-03-31,2,0,2,1.00
sundar7238,Burmese,2025-06-02,0,1,1,0.00
sundar7238,Burmese,2026-02-02,0,1,1,0.00
sundar7238,Byzantines,2024-01-22,1,0,1,1.00
sundar7238,Byzantines,2024-01-29,2,0,2,1.00
sundar7238,Byzantines,2024-03-11,0,1,1,0.00
sundar7238,Byzantines,2024-03-18,1,1,2,0.50
sundar7238,Byzantines,2024-04-08,3,0,3,1.00
sundar7238,Byzantines,2024-06-03,0,1,1,0.00
sundar7238,Byzantines,2024-06-24,1,0,1,1.00
sundar7238,Byzantines,2024-11-04,0,1,1,0.00
sundar7238,Byzantines,2024-12-09,1,0,1,1.00
sundar7238,Byzantines,2025-01-13,1,0,1,1.00
sundar7238,Byzantines,2025-07-07,1,0,1,1.00
sundar7238,Byzantines,2025-08-25,0,1,1,0.00
sundar7238,Byzantines,2025-12-15,0,1,1,0.00
sundar7238,Byzantines,2025-12-29,1,1,2,0.50
sundar7238,Celts,2024-03-04,0,1,1,0.00
sundar7238,Celts,2024-03-11,0,1,1,0.00
sundar7238,Celts,2024-04-08,0,1,1,0.00
sundar7238,Celts,2024-04-15,0,1,1,0.00
sundar7238,Celts,2024-04-22,0,1,1,0.00
sundar7238,Celts,2024-06-10,1,1,2,0.50
sundar7238,Celts,2024-06-24,1,0,1,1.00
sundar7238,Celts,2024-08-19,1,1,2,0.50
sundar7238,Celts,2024-08-26,1,1,2,0.50
sundar7238,Celts,2024-11-11,0,1,1,0.00
sundar7238,Celts,2024-11-18,1,0,1,1.00
sundar7238,Celts,2024-12-09,1,0,1,1.00
sundar7238,Celts,2025-02-10,1,0,1,1.00
sundar7238,Celts,2025-02-17,1,0,1,1.00
sundar7238,Celts,2025-03-03,1,1,2,0.50
sundar7238,Celts,2025-03-17,0,1,1,0.00
sundar7238,Celts,2025-10-13,1,0,1,1.00
sundar7238,Celts,2025-10-20,1,0,1,1.00
sundar7238,Celts,2025-12-29,0,1,1,0.00
sundar7238,Celts,2026-01-05,1,0,1,1.00
sundar7238,Celts,2026-01-19,2,1,3,0.67
sundar7238,Celts,2026-02-09,1,0,1,1.00
sundar7238,Chinese,2024-02-26,1,0,1,1.00
sundar7238,Chinese,2024-03-04,0,1,1,0.00
sundar7238,Chinese,2024-03-11,0,1,1,0.00
sundar7238,Chinese,2024-04-22,1,2,3,0.33
sundar7238,Chinese,2024-06-03,1,0,1,1.00
sundar7238,Chinese,2024-08-19,1,1,2,0.50
sundar7238,Chinese,2024-09-16,0,1,1,0.00
sundar7238,Chinese,2024-11-04,0,1,1,0.00
sundar7238,Chinese,2024-11-25,1,0,1,1.00
sundar7238,Chinese,2024-12-09,1,1,2,0.50
sundar7238,Chinese,2025-02-17,1,0,1,1.00
sundar7238,Chinese,2025-04-14,1,0,1,1.00
sundar7238,Chinese,2025-09-15,0,1,1,0.00
sundar7238,Chinese,2025-10-20,0,1,1,0.00
sundar7238,Chinese,2025-12-08,1,1,2,0.50
sundar7238,Chinese,2025-12-22,1,1,2,0.50
sundar7238,Chinese,2026-01-05,1,0,1,1.00
sundar7238,Chinese,2026-01-12,1,0,1,1.00
sundar7238,Cumans,2024-02-26,0,1,1,0.00
sundar7238,Cumans,2024-04-22,0,1,1,0.00
sundar7238,Cumans,2024-09-16,1,0,1,1.00
sundar7238,Cumans,2024-12-09,0,1,1,0.00
sundar7238,Cumans,2025-04-28,0,2,2,0.00
sundar7238,Cumans,2025-05-12,0,1,1,0.00
sundar7238,Cumans,2025-05-19,0,1,1,0.00
sundar7238,Cumans,2025-06-16,0,1,1,0.00
sundar7238,Cumans,2025-09-01,2,0,2,1.00
sundar7238,Cumans,2025-11-24,2,0,2,1.00
sundar7238,Cumans,2025-12-08,1,0,1,1.00
sundar7238,Cumans,2026-01-12,0,1,1,0.00
sundar7238,Cumans,2026-01-19,1,0,1,1.00
sundar7238,Dravidians,2024-02-26,0,1,1,0.00
sundar7238,Dravidians,2024-03-11,1,0,1,1.00
sundar7238,Dravidians,2024-05-06,1,0,1,1.00
sundar7238,Dravidians,2024-06-03,0,2,2,0.00
sundar7238,Dravidians,2024-06-10,0,2,2,0.00
sundar7238,Dravidians,2024-07-15,1,0,1,1.00
sundar7238,Dravidians,2024-10-14,1,1,2,0.50
sundar7238,Dravidians,2024-10-28,0,1,1,0.00
sundar7238,Dravidians,2024-11-04,0,1,1,0.00
sundar7238,Dravidians,2025-02-17,0,1,1,0.00
sundar7238,Dravidians,2025-03-17,1,0,1,1.00
sundar7238,Dravidians,2025-03-24,0,1,1,0.00
sundar7238,Dravidians,2025-04-07,0,1,1,0.00
sundar7238,Dravidians,2025-07-14,1,1,2,0.50
sundar7238,Dravidians,2025-09-08,0,1,1,0.00
sundar7238,Dravidians,2025-10-06,0,1,1,0.00
sundar7238,Dravidians,2025-10-20,0,1,1,0.00
sundar7238,Dravidians,2025-11-10,1,0,1,1.00
sundar7238,Dravidians,2025-11-24,0,1,1,0.00
sundar7238,Dravidians,2025-12-08,0,1,1,0.00
sundar7238,Dravidians,2025-12-15,1,0,1,1.00
sundar7238,Ethiopians,2024-04-29,0,1,1,0.00
sundar7238,Ethiopians,2024-09-02,2,0,2,1.00
sundar7238,Ethiopians,2024-12-23,0,1,1,0.00
sundar7238,Ethiopians,2025-03-03,2,0,2,1.00
sundar7238,Ethiopians,2025-04-21,1,0,1,1.00
sundar7238,Ethiopians,2025-05-05,0,1,1,0.00
sundar7238,Ethiopians,2025-07-21,0,1,1,0.00
sundar7238,Ethiopians,2025-09-01,0,2,2,0.00
sundar7238,Ethiopians,2025-09-08,0,1,1,0.00
sundar7238,Ethiopians,2025-10-13,1,0,1,1.00
sundar7238,Ethiopians,2025-11-03,0,1,1,0.00
sundar7238,Ethiopians,2025-11-24,0,1,1,0.00
sundar7238,Ethiopians,2025-12-29,0,1,1,0.00
sundar7238,Ethiopians,2026-01-05,0,1,1,0.00
sundar7238,Ethiopians,2026-01-26,2,1,3,0.67
sundar7238,Ethiopians,2026-02-02,0,1,1,0.00
sundar7238,Franks,2024-02-12,0,1,1,0.00
sundar7238,Franks,2024-03-04,1,0,1,1.00
sundar7238,Franks,2024-05-06,0,1,1,0.00
sundar7238,Franks,2024-06-24,0,1,1,0.00
sundar7238,Franks,2024-08-05,1,1,2,0.50
sundar7238,Franks,2024-08-12,1,1,2,0.50
sundar7238,Franks,2024-08-26,1,1,2,0.50
sundar7238,Franks,2024-10-28,1,0,1,1.00
sundar7238,Franks,2024-11-04,1,0,1,1.00
sundar7238,Franks,2024-11-18,0,1,1,0.00
sundar7238,Franks,2024-12-09,1,0,1,1.00
sundar7238,Franks,2024-12-30,0,3,3,0.00
sundar7238,Franks,2025-05-12,1,0,1,1.00
sundar7238,Franks,2025-06-23,0,1,1,0.00
sundar7238,Franks,2025-06-30,0,1,1,0.00
sundar7238,Franks,2025-11-24,0,1,1,0.00
sundar7238,Franks,2025-12-08,1,1,2,0.50
sundar7238,Franks,2025-12-29,1,0,1,1.00
sundar7238,Franks,2026-01-05,0,1,1,0.00
sundar7238,Franks,2026-01-26,1,0,1,1.00
sundar7238,Goths,2024-03-04,1,0,1,1.00
sundar7238,Goths,2024-04-01,0,1,1,0.00
sundar7238,Goths,2024-04-08,1,1,2,0.50
sundar7238,Goths,2024-08-19,1,0,1,1.00
sundar7238,Goths,2024-08-26,0,1,1,0.00
sundar7238,Goths,2025-01-13,0,1,1,0.00
sundar7238,Goths,2025-02-03,0,1,1,0.00
sundar7238,Goths,2025-03-03,0,1,1,0.00
sundar7238,Goths,2025-05-12,1,0,1,1.00
sundar7238,Goths,2025-07-14,1,0,1,1.00
sundar7238,Goths,2025-08-25,1,0,1,1.00
sundar7238,Goths,2025-10-13,0,1,1,0.00
sundar7238,Goths,2025-11-24,0,1,1,0.00
sundar7238,Goths,2025-12-08,0,1,1,0.00
sundar7238,Goths,2026-01-19,0,1,1,0.00
sundar7238,Goths,2026-02-23,0,1,1,0.00
sundar7238,Gurjaras,2024-03-04,2,1,3,0.67
sundar7238,Gurjaras,2024-06-10,1,0,1,1.00
sundar7238,Gurjaras,2024-08-05,0,1,1,0.00
sundar7238,Gurjaras,2024-10-07,2,1,3,0.67
sundar7238,Gurjaras,2024-10-28,0,1,1,0.00
sundar7238,Gurjaras,2024-11-11,1,0,1,1.00
sundar7238,Gurjaras,2024-12-30,2,1,3,0.67
sundar7238,Gurjaras,2025-01-13,1,0,1,1.00
sundar7238,Gurjaras,2025-02-17,1,0,1,1.00
sundar7238,Gurjaras,2025-03-17,1,0,1,1.00
sundar7238,Gurjaras,2025-08-11,0,2,2,0.00
sundar7238,Gurjaras,2025-08-18,0,1,1,0.00
sundar7238,Gurjaras,2025-09-08,1,0,1,1.00
sundar7238,Gurjaras,2025-10-20,1,0,1,1.00
sundar7238,Gurjaras,2025-11-10,1,0,1,1.00
sundar7238,Gurjaras,2025-11-17,0,2,2,0.00
sundar7238,Gurjaras,2025-12-15,1,0,1,1.00
sundar7238,Gurjaras,2026-02-09,0,1,1,0.00
sundar7238,Gurjaras,2026-02-16,1,0,1,1.00
sundar7238,Gurjaras,2026-02-23,1,0,1,1.00
sundar7238,Hindustanis,2024-01-22,0,1,1,0.00
sundar7238,Hindustanis,2024-02-26,1,0,1,1.00
sundar7238,Hindustanis,2024-04-08,1,0,1,1.00
sundar7238,Hindustanis,2024-04-22,0,1,1,0.00
sundar7238,Hindustanis,2024-06-03,1,0,1,1.00
sundar7238,Hindustanis,2024-07-01,1,0,1,1.00
sundar7238,Hindustanis,2024-09-02,0,1,1,0.00
sundar7238,Hindustanis,2024-10-14,1,0,1,1.00
sundar7238,Hindustanis,2025-01-13,0,1,1,0.00
sundar7238,Hindustanis,2025-02-03,0,2,2,0.00
sundar7238,Hindustanis,2025-02-10,2,0,2,1.00
sundar7238,Hindustanis,2025-03-24,1,0,1,1.00
sundar7238,Hindustanis,2025-03-31,1,0,1,1.00
sundar7238,Hindustanis,2025-04-07,0,1,1,0.00
sundar7238,Hindustanis,2025-05-12,1,0,1,1.00
sundar7238,Hindustanis,2025-06-30,1,0,1,1.00
sundar7238,Hindustanis,2025-09-01,1,1,2,0.50
sundar7238,Hindustanis,2025-11-24,1,0,1,1.00
sundar7238,Hindustanis,2026-01-05,1,0,1,1.00
sundar7238,Hindustanis,2026-01-12,0,1,1,0.00
sundar7238,Hindustanis,2026-01-19,0,1,1,0.00
sundar7238,Hindustanis,2026-02-02,1,1,2,0.50
sundar7238,Huns,2024-02-12,1,0,1,1.00
sundar7238,Huns,2024-03-18,0,1,1,0.00
sundar7238,Huns,2024-05-27,0,1,1,0.00
sundar7238,Huns,2024-06-10,0,1,1,0.00
sundar7238,Huns,2024-07-01,1,0,1,1.00
sundar7238,Huns,2024-12-02,2,0,2,1.00
sundar7238,Huns,2025-02-17,1,0,1,1.00
sundar7238,Huns,2025-03-03,1,0,1,1.00
sundar7238,Huns,2025-04-14,2,0,2,1.00
sundar7238,Huns,2025-08-11,1,1,2,0.50
sundar7238,Huns,2025-09-01,0,1,1,0.00
sundar7238,Huns,2025-09-29,1,0,1,1.00
sundar7238,Huns,2025-11-03,1,0,1,1.00
sundar7238,Huns,2025-11-10,1,0,1,1.00
sundar7238,Huns,2025-12-29,1,0,1,1.00
sundar7238,Huns,2026-02-16,0,1,1,0.00
sundar7238,Inca,2024-02-26,1,1,2,0.50
sundar7238,Inca,2024-07-15,1,0,1,1.00
sundar7238,Inca,2024-10-14,0,2,2,0.00
sundar7238,Inca,2024-10-28,0,1,1,0.00
sundar7238,Inca,2024-11-11,1,2,3,0.33
sundar7238,Inca,2024-12-09,1,0,1,1.00
sundar7238,Inca,2025-01-13,1,0,1,1.00
sundar7238,Inca,2025-01-20,2,1,3,0.67
sundar7238,Inca,2025-03-24,0,1,1,0.00
sundar7238,Inca,2025-04-07,1,0,1,1.00
sundar7238,Inca,2025-08-11,1,0,1,1.00
sundar7238,Inca,2025-08-18,0,1,1,0.00
sundar7238,Inca,2025-11-10,1,0,1,1.00
sundar7238,Inca,2025-12-01,0,1,1,0.00
sundar7238,Inca,2025-12-08,1,0,1,1.00
sundar7238,Inca,2025-12-29,0,1,1,0.00
sundar7238,Italians,2024-03-04,0,1,1,0.00
sundar7238,Italians,2024-03-18,0,1,1,0.00
sundar7238,Italians,2024-03-25,0,1,1,0.00
sundar7238,Italians,2024-06-03,2,0,2,1.00
sundar7238,Italians,2024-10-07,1,0,1,1.00
sundar7238,Italians,2024-10-14,1,1,2,0.50
sundar7238,Italians,2024-12-30,0,1,1,0.00
sundar7238,Italians,2025-01-13,0,1,1,0.00
sundar7238,Italians,2025-02-17,0,1,1,0.00
sundar7238,Italians,2025-02-24,1,0,1,1.00
sundar7238,Italians,2025-03-03,0,1,1,0.00
sundar7238,Italians,2025-07-28,0,1,1,0.00
sundar7238,Italians,2025-08-18,0,1,1,0.00
sundar7238,Italians,2025-09-01,0,1,1,0.00
sundar7238,Italians,2025-11-17,0,1,1,0.00
sundar7238,Italians,2025-12-08,0,1,1,0.00
sundar7238,Italians,2025-12-15,1,0,1,1.00
sundar7238,Italians,2026-02-09,0,2,2,0.00
sundar7238,Japanese,2024-02-19,0,1,1,0.00
sundar7238,Japanese,2024-03-11,0,1,1,0.00
sundar7238,Japanese,2024-04-08,1,0,1,1.00
sundar7238,Japanese,2024-06-17,1,1,2,0.50
sundar7238,Japanese,2024-09-02,1,1,2,0.50
sundar7238,Japanese,2024-10-28,1,0,1,1.00
sundar7238,Japanese,2024-11-11,0,2,2,0.00
sundar7238,Japanese,2024-12-09,1,1,2,0.50
sundar7238,Japanese,2025-01-27,1,0,1,1.00
sundar7238,Japanese,2025-03-17,1,0,1,1.00
sundar7238,Japanese,2025-07-21,0,1,1,0.00
sundar7238,Japanese,2025-08-11,2,1,3,0.67
sundar7238,Japanese,2025-10-27,1,0,1,1.00
sundar7238,Japanese,2025-11-03,0,1,1,0.00
sundar7238,Japanese,2025-12-29,0,1,1,0.00
sundar7238,Japanese,2026-01-19,0,1,1,0.00
sundar7238,Japanese,2026-01-26,1,0,1,1.00
sundar7238,Japanese,2026-02-09,1,1,2,0.50
sundar7238,Khmer,2024-04-22,0,1,1,0.00
sundar7238,Khmer,2024-10-28,0,1,1,0.00
sundar7238,Khmer,2024-12-30,0,2,2,0.00
sundar7238,Khmer,2025-03-17,0,1,1,0.00
sundar7238,Khmer,2025-04-14,0,1,1,0.00
sundar7238,Khmer,2025-05-12,0,1,1,0.00
sundar7238,Khmer,2025-07-07,1,0,1,1.00
sundar7238,Khmer,2025-07-28,1,1,2,0.50
sundar7238,Khmer,2025-10-13,1,2,3,0.33
sundar7238,Khmer,2025-10-20,0,1,1,0.00
sundar7238,Khmer,2025-11-17,1,0,1,1.00
sundar7238,Khmer,2025-12-29,1,0,1,1.00
sundar7238,Khmer,2026-01-12,1,0,1,1.00
sundar7238,Khmer,2026-02-02,0,2,2,0.00
sundar7238,Koreans,2024-01-29,1,0,1,1.00
sundar7238,Koreans,2024-03-04,0,1,1,0.00
sundar7238,Koreans,2024-03-18,1,0,1,1.00
sundar7238,Koreans,2024-12-30,1,0,1,1.00
sundar7238,Koreans,2025-03-03,1,0,1,1.00
sundar7238,Koreans,2025-07-07,0,1,1,0.00
sundar7238,Koreans,2025-07-28,0,1,1,0.00
sundar7238,Koreans,2025-09-08,0,1,1,0.00
sundar7238,Koreans,2025-09-29,0,1,1,0.00
sundar7238,Koreans,2025-10-20,1,0,1,1.00
sundar7238,Koreans,2026-02-09,1,0,1,1.00
sundar7238,Lithuanians,2024-05-06,1,0,1,1.00
sundar7238,Lithuanians,2024-10-14,3,0,3,1.00
sundar7238,Lithuanians,2024-11-18,1,0,1,1.00
sundar7238,Lithuanians,2024-11-25,1,0,1,1.00
sundar7238,Lithuanians,2025-01-06,0,2,2,0.00
sundar7238,Lithuanians,2025-02-03,0,1,1,0.00
sundar7238,Lithuanians,2025-06-16,1,0,1,1.00
sundar7238,Lithuanians,2025-08-18,2,0,2,1.00
sundar7238,Lithuanians,2025-10-20,1,0,1,1.00
sundar7238,Lithuanians,2025-12-29,1,0,1,1.00
sundar7238,Lithuanians,2026-01-05,1,0,1,1.00
sundar7238,Magyars,2024-03-04,0,1,1,0.00
sundar7238,Magyars,2024-05-06,1,0,1,1.00
sundar7238,Magyars,2024-07-15,2,1,3,0.67
sundar7238,Magyars,2024-10-14,0,1,1,0.00
sundar7238,Magyars,2024-12-02,0,1,1,0.00
sundar7238,Magyars,2025-03-17,1,0,1,1.00
sundar7238,Magyars,2025-04-07,1,0,1,1.00
sundar7238,Magyars,2025-05-12,1,0,1,1.00
sundar7238,Magyars,2025-09-08,0,1,1,0.00
sundar7238,Magyars,2025-09-15,0,1,1,0.00
sundar7238,Magyars,2025-12-15,1,0,1,1.00
sundar7238,Magyars,2025-12-22,1,1,2,0.50
sundar7238,Malay,2024-01-29,0,1,1,0.00
sundar7238,Malay,2024-04-22,0,1,1,0.00
sundar7238,Malay,2024-06-10,1,0,1,1.00
sundar7238,Malay,2024-06-24,1,0,1,1.00
sundar7238,Malay,2024-09-02,0,1,1,0.00
sundar7238,Malay,2024-10-14,1,0,1,1.00
sundar7238,Malay,2024-11-04,0,1,1,0.00
sundar7238,Malay,2024-11-18,1,1,2,0.50
sundar7238,Malay,2024-12-23,0,1,1,0.00
sundar7238,Malay,2024-12-30,0,1,1,0.00
sundar7238,Malay,2025-03-03,3,0,3,1.00
sundar7238,Malay,2025-04-07,1,0,1,1.00
sundar7238,Malay,2025-08-18,2,0,2,1.00
sundar7238,Malay,2025-08-25,1,1,2,0.50
sundar7238,Malay,2025-09-01,1,0,1,1.00
sundar7238,Malay,2025-09-15,0,1,1,0.00
sundar7238,Malay,2025-11-03,1,0,1,1.00
sundar7238,Malay,2025-11-17,1,0,1,1.00
sundar7238,Malay,2025-12-29,0,1,1,0.00
sundar7238,Malians,2024-02-26,0,1,1,0.00
sundar7238,Malians,2024-03-11,0,1,1,0.00
sundar7238,Malians,2024-03-25,3,1,4,0.75
sundar7238,Malians,2024-04-01,1,1,2,0.50
sundar7238,Malians,2024-04-08,0,1,1,0.00
sundar7238,Malians,2024-04-15,1,0,1,1.00
sundar7238,Malians,2024-04-22,0,1,1,0.00
sundar7238,Malians,2024-04-29,0,1,1,0.00
sundar7238,Malians,2024-10-14,1,0,1,1.00
sundar7238,Malians,2024-11-18,1,0,1,1.00
sundar7238,Malians,2024-11-25,0,1,1,0.00
sundar7238,Malians,2024-12-09,0,1,1,0.00
sundar7238,Malians,2024-12-30,1,1,2,0.50
sundar7238,Malians,2025-01-27,0,1,1,0.00
sundar7238,Malians,2025-02-03,1,0,1,1.00
sundar7238,Malians,2025-02-17,0,1,1,0.00
sundar7238,Malians,2025-02-24,1,1,2,0.50
sundar7238,Malians,2025-05-12,1,2,3,0.33
sundar7238,Malians,2025-08-11,1,0,1,1.00
sundar7238,Malians,2025-12-29,0,1,1,0.00
sundar7238,Malians,2026-02-02,1,0,1,1.00
sundar7238,Malians,2026-02-09,1,0,1,1.00
sundar7238,Maya,2024-02-12,0,1,1,0.00
sundar7238,Maya,2024-02-26,0,2,2,0.00
sundar7238,Maya,2024-08-05,0,2,2,0.00
sundar7238,Maya,2024-09-02,1,0,1,1.00
sundar7238,Maya,2024-09-16,0,1,1,0.00
sundar7238,Maya,2024-11-11,2,1,3,0.67
sundar7238,Maya,2024-11-18,0,1,1,0.00
sundar7238,Maya,2024-12-02,1,0,1,1.00
sundar7238,Maya,2025-02-24,1,1,2,0.50
sundar7238,Maya,2025-03-17,0,1,1,0.00
sundar7238,Maya,2025-06-02,0,1,1,0.00
sundar7238,Maya,2025-07-07,2,0,2,1.00
sundar7238,Maya,2025-07-28,0,1,1,0.00
sundar7238,Maya,2025-08-11,1,1,2,0.50
sundar7238,Maya,2025-08-18,1,0,1,1.00
sundar7238,Maya,2025-09-08,0,2,2,0.00
sundar7238,Maya,2025-12-01,0,1,1,0.00
sundar7238,Maya,2025-12-22,1,0,1,1.00
sundar7238,Maya,2025-12-29,0,1,1,0.00
sundar7238,Maya,2026-02-09,0,1,1,0.00
sundar7238,Mongols,2024-06-17,1,0,1,1.00
sundar7238,Mongols,2024-09-02,0,1,1,0.00
sundar7238,Mongols,2024-10-07,0,1,1,0.00
sundar7238,Mongols,2024-10-28,2,0,2,1.00
sundar7238,Mongols,2024-11-25,0,2,2,0.00
sundar7238,Mongols,2024-12-23,1,0,1,1.00
