nick,civ,week_start,wins,losses,games,winrate
Dark De Bruyne,Armenians,2024-12-16,1,0,1,1.00
Dark De Bruyne,Armenians,2025-04-14,0,1,1,0.00
Dark De Bruyne,Armenians,2025-04-28,1,3,4,0.25
Dark De Bruyne,Armenians,2025-06-09,0,1,1,0.00
Dark De Bruyne,Armenians,2025-09-08,1,0,1,1.00
Dark De Bruyne,Armenians,2026-01-26,1,0,1,1.00
Dark De Bruyne,Armenians,2026-02-02,0,1,1,0.00
Dark De Bruyne,Armenians,2026-02-09,3,0,3,1.00
Dark De Bruyne,Aztecs,2024-08-26,0,2,2,0.00
Dark De Bruyne,Aztecs,2024-11-04,1,0,1,1.00
Dark De Bruyne,Aztecs,2024-11-25,0,1,1,0.00
Dark De Bruyne,Aztecs,2025-04-07,0,1,1,0.00
Dark De Bruyne,Aztecs,2025-04-14,1,1,2,0.50
Dark De Bruyne,Aztecs,2025-09-15,1,0,1,1.00
Dark De Bruyne,Aztecs,2025-11-10,0,1,1,0.00
Dark De Bruyne,Aztecs,2025-12-22,0,1,1,0.00
Dark De Bruyne,Aztecs,2026-01-26,0,1,1,0.00
Dark De Bruyne,Aztecs,2026-02-23,0,1,1,0.00
Dark De Bruyne,Bengalis,2024-08-26,1,1,2,0.50
Dark De Bruyne,Bengalis,2024-10-07,0,1,1,0.00
Dark De Bruyne,Bengalis,2024-11-25,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-04-07,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-04-28,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-05-26,0,1,1,0.00
Dark De Bruyne,Bengalis,2025-06-30,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-07-14,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-09-08,1,2,3,0.33
Dark De Bruyne,Bengalis,2025-11-17,1,1,2,0.50
Dark De Bruyne,Bengalis,2025-12-22,1,0,1,1.00
Dark De Bruyne,Bengalis,2025-12-29,0,1,1,0.00
Dark De Bruyne,Bengalis,2026-02-16,0,1,1,0.00
Dark De Bruyne,Bengalis,2026-02-23,0,1,1,0.00
Dark De Bruyne,Berbers,2024-07-15,1,0,1,1.00
Dark De Bruyne,Berbers,2024-08-19,1,0,1,1.00
Dark De Bruyne,Berbers,2024-12-23,1,0,1,1.00
Dark De Bruyne,Berbers,2025-01-13,1,0,1,1.00
Dark De Bruyne,Berbers,2025-05-12,1,0,1,1.00
Dark De Bruyne,Berbers,2025-06-30,1,0,1,1.00
Dark De Bruyne,Berbers,2025-07-07,0,1,1,0.00
Dark De Bruyne,Berbers,2025-09-29,0,1,1,0.00
Dark De Bruyne,Berbers,2026-02-02,0,1,1,0.00
Dark De Bruyne,Bohemians,2024-07-29,2,1,3,0.67
Dark De Bruyne,Bohemians,2025-01-20,2,1,3,0.67
Dark De Bruyne,Bohemians,2025-04-28,0,1,1,0.00
Dark De Bruyne,Bohemians,2025-05-26,0,1,1,0.00
Dark De Bruyne,Bohemians,2025-06-02,1,0,1,1.00
Dark De Bruyne,Bohemians,2025-06-30,0,1,1,0.00
Dark De Bruyne,Bohemians,2025-07-07,1,0,1,1.00
Dark De Bruyne,Bohemians,2025-08-04,1,0,1,1.00
Dark De Bruyne,Bohemians,2025-09-15,1,0,1,1.00
Dark De Bruyne,Bohemians,2025-12-22,1,0,1,1.00
Dark De Bruyne,Bohemians,2025-12-29,1,0,1,1.00
Dark De Bruyne,Britons,2024-11-18,1,0,1,1.00
Dark De Bruyne,Britons,2024-12-02,1,0,1,1.00
Dark De Bruyne,Britons,2024-12-16,0,1,1,0.00
Dark De Bruyne,Britons,2024-12-23,0,1,1,0.00
Dark De Bruyne,Britons,2025-03-17,0,1,1,0.00
Dark De Bruyne,Britons,2025-05-12,1,0,1,1.00
Dark De Bruyne,Britons,2025-12-08,0,1,1,0.00
Dark De Bruyne,Britons,2026-01-26,0,1,1,0.00
Dark De Bruyne,Bulgarians,2024-10-07,0,1,1,0.00
Dark De Bruyne,Bulgarians,2024-11-25,0,2,2,0.00
Dark De Bruyne,Bulgarians,2025-03-24,1,0,1,1.00
Dark De Bruyne,Bulgarians,2025-04-28,1,0,1,1.00
Dark De Bruyne,Bulgarians,2025-06-16,0,1,1,0.00
Dark De Bruyne,Bulgarians,2025-06-30,1,1,2,0.50
Dark De Bruyne,Bulgarians,2025-09-15,0,1,1,0.00
Dark De Bruyne,Bulgarians,2025-11-17,0,1,1,0.00
Dark De Bruyne,Bulgarians,2025-12-01,0,1,1,0.00
Dark De Bruyne,Bulgarians,2025-12-08,1,0,1,1.00
Dark De Bruyne,Bulgarians,2025-12-22,0,1,1,0.00
Dark De Bruyne,Bulgarians,2026-01-12,1,0,1,1.00
Dark De Bruyne,Burgundians,2024-09-16,0,1,1,0.00
Dark De Bruyne,Burgundians,2024-09-23,1,1,2,0.50
Dark De Bruyne,Burgundians,2024-12-09,1,0,1,1.00
Dark De Bruyne,Burgundians,2025-01-13,1,0,1,1.00
Dark De Bruyne,Burgundians,2025-06-09,1,0,1,1.00
Dark De Bruyne,Burgundians,2025-10-13,0,1,1,0.00
Dark De Bruyne,Burgundians,2026-01-26,0,1,1,0.00
Dark De Bruyne,Burmese,2025-06-16,0,1,1,0.00
Dark De Bruyne,Burmese,2025-08-04,0,2,2,0.00
Dark De Bruyne,Burmese,2025-09-22,1,0,1,1.00
Dark De Bruyne,Burmese,2025-10-06,1,0,1,1.00
Dark De Bruyne,Burmese,2025-11-03,0,1,1,0.00
Dark De Bruyne,Burmese,2025-12-22,1,1,2,0.50
Dark De Bruyne,Burmese,2025-12-29,1,0,1,1.00
Dark De Bruyne,Burmese,2026-02-16,1,0,1,1.00
Dark De Bruyne,Byzantines,2024-07-29,1,0,1,1.00
Dark De Bruyne,Byzantines,2024-08-26,0,1,1,0.00
Dark De Bruyne,Byzantines,2024-12-02,1,0,1,1.00
Dark De Bruyne,Byzantines,2025-06-23,1,0,1,1.00
Dark De Bruyne,Byzantines,2025-07-21,1,0,1,1.00
Dark De Bruyne,Byzantines,2025-11-24,0,1,1,0.00
Dark De Bruyne,Byzantines,2026-01-19,1,0,1,1.00
Dark De Bruyne,Celts,2024-12-02,1,0,1,1.00
Dark De Bruyne,Celts,2024-12-30,2,0,2,1.00
Dark De Bruyne,Celts,2025-01-13,0,1,1,0.00
Dark De Bruyne,Celts,2025-03-17,1,0,1,1.00
Dark De Bruyne,Celts,2025-05-26,2,1,3,0.67
Dark De Bruyne,Celts,2025-06-09,1,0,1,1.00
Dark De Bruyne,Celts,2025-11-03,1,0,1,1.00
Dark De Bruyne,Celts,2026-02-23,0,1,1,0.00
Dark De Bruyne,Chinese,2024-08-26,1,0,1,1.00
Dark De Bruyne,Chinese,2025-01-13,0,1,1,0.00
Dark De Bruyne,Chinese,2025-03-24,1,0,1,1.00
Dark De Bruyne,Chinese,2025-04-07,0,1,1,0.00
Dark De Bruyne,Chinese,2025-04-28,1,1,2,0.50
Dark De Bruyne,Chinese,2025-07-07,0,1,1,0.00
Dark De Bruyne,Chinese,2025-11-17,1,0,1,1.00
Dark De Bruyne,Cumans,2024-07-08,0,1,1,0.00
Dark De Bruyne,Cumans,2024-08-26,1,0,1,1.00
Dark De Bruyne,Cumans,2025-01-13,0,1,1,0.00
Dark De Bruyne,Cumans,2025-07-07,0,1,1,0.00
Dark De Bruyne,Cumans,2025-10-06,0,1,1,0.00
Dark De Bruyne,Cumans,2025-10-20,1,0,1,1.00
Dark De Bruyne,Cumans,2025-11-03,0,1,1,0.00
Dark De Bruyne,Cumans,2025-12-01,0,1,1,0.00
Dark De Bruyne,Cumans,2025-12-29,0,1,1,0.00
Dark De Bruyne,Dravidians,2024-10-28,1,0,1,1.00
Dark De Bruyne,Dravidians,2024-11-25,1,0,1,1.00
Dark De Bruyne,Dravidians,2024-12-30,0,1,1,0.00
Dark De Bruyne,Dravidians,2025-01-27,1,0,1,1.00
Dark De Bruyne,Dravidians,2025-03-17,0,1,1,0.00
Dark De Bruyne,Dravidians,2025-11-03,0,2,2,0.00
Dark De Bruyne,Dravidians,2025-11-17,0,1,1,0.00
Dark De Bruyne,Dravidians,2025-11-24,1,0,1,1.00
Dark De Bruyne,Dravidians,2025-12-29,1,1,2,0.50
Dark De Bruyne,Dravidians,2026-01-05,1,1,2,0.50
Dark De Bruyne,Dravidians,2026-01-26,1,0,1,1.00
Dark De Bruyne,Dravidians,2026-02-09,0,1,1,0.00
Dark De Bruyne,Ethiopians,2024-07-08,0,1,1,0.00
Dark De Bruyne,Ethiopians,2024-11-25,0,1,1,0.00
Dark De Bruyne,Ethiopians,2025-01-20,1,1,2,0.50
Dark De Bruyne,Ethiopians,2025-07-14,0,1,1,0.00
Dark De Bruyne,Ethiopians,2026-01-05,1,0,1,1.00
Dark De Bruyne,Ethiopians,2026-02-09,1,0,1,1.00
Dark De Bruyne,Franks,2024-12-02,0,1,1,0.00
Dark De Bruyne,Franks,2024-12-09,0,1,1,0.00
Dark De Bruyne,Franks,2024-12-23,1,0,1,1.00
Dark De Bruyne,Franks,2025-05-12,0,1,1,0.00
Dark De Bruyne,Franks,2025-07-07,1,0,1,1.00
Dark De Bruyne,Franks,2025-09-29,1,0,1,1.00
Dark De Bruyne,Franks,2025-11-17,1,0,1,1.00
Dark De Bruyne,Franks,2025-12-01,1,0,1,1.00
Dark De Bruyne,Franks,2025-12-29,0,1,1,0.00
Dark De Bruyne,Franks,2026-02-09,0,1,1,0.00
Dark De Bruyne,Georgians,2025-07-07,1,0,1,1.00
Dark De Bruyne,Georgians,2026-01-19,0,1,1,0.00
Dark De Bruyne,Goths,2024-11-11,1,0,1,1.00
Dark De Bruyne,Goths,2024-11-18,1,0,1,1.00
Dark De Bruyne,Goths,2024-12-23,0,1,1,0.00
Dark De Bruyne,Goths,2025-01-13,1,0,1,1.00
Dark De Bruyne,Goths,2025-04-07,1,0,1,1.00
Dark De Bruyne,Goths,2025-06-02,1,1,2,0.50
Dark De Bruyne,Goths,2025-08-04,0,2,2,0.00
Dark De Bruyne,Goths,2025-10-06,0,1,1,0.00
Dark De Bruyne,Gurjaras,2024-12-09,1,0,1,1.00
Dark De Bruyne,Gurjaras,2025-12-01,1,0,1,1.00
Dark De Bruyne,Gurjaras,2025-12-15,1,0,1,1.00
Dark De Bruyne,Hindustanis,2024-09-02,1,0,1,1.00
Dark De Bruyne,Hindustanis,2024-12-23,0,1,1,0.00
Dark De Bruyne,Hindustanis,2025-04-07,1,0,1,1.00
Dark De Bruyne,Hindustanis,2025-06-30,0,1,1,0.00
Dark De Bruyne,Hindustanis,2025-07-07,1,0,1,1.00
Dark De Bruyne,Hindustanis,2025-09-08,1,1,2,0.50
Dark De Bruyne,Hindustanis,2025-10-20,1,0,1,1.00
Dark De Bruyne,Hindustanis,2025-12-01,1,1,2,0.50
Dark De Bruyne,Hindustanis,2026-01-26,0,1,1,0.00
Dark De Bruyne,Hindustanis,2026-02-02,1,0,1,1.00
Dark De Bruyne,Hindustanis,2026-02-16,1,0,1,1.00
Dark De Bruyne,Huns,2024-08-19,1,1,2,0.50
Dark De Bruyne,Huns,2024-12-23,0,1,1,0.00
Dark De Bruyne,Huns,2025-01-27,1,0,1,1.00
Dark De Bruyne,Huns,2025-04-07,0,4,4,0.00
Dark De Bruyne,Huns,2025-04-21,0,1,1,0.00
Dark De Bruyne,Huns,2025-05-12,1,1,2,0.50
Dark De Bruyne,Huns,2025-06-23,1,0,1,1.00
Dark De Bruyne,Huns,2025-07-14,1,0,1,1.00
Dark De Bruyne,Huns,2025-09-15,0,1,1,0.00
Dark De Bruyne,Huns,2025-11-03,0,1,1,0.00
Dark De Bruyne,Huns,2025-12-29,1,1,2,0.50
Dark De Bruyne,Huns,2026-02-09,1,0,1,1.00
Dark De Bruyne,Huns,2026-02-23,0,1,1,0.00
Dark De Bruyne,Inca,2024-07-15,0,1,1,0.00
Dark De Bruyne,Inca,2024-07-29,1,0,1,1.00
Dark De Bruyne,Inca,2024-09-09,0,1,1,0.00
Dark De Bruyne,Inca,2024-09-16,0,1,1,0.00
Dark De Bruyne,Inca,2024-11-18,1,0,1,1.00
Dark De Bruyne,Inca,2024-12-02,0,1,1,0.00
Dark De Bruyne,Inca,2024-12-09,1,0,1,1.00
Dark De Bruyne,Inca,2024-12-23,0,1,1,0.00
Dark De Bruyne,Inca,2025-04-14,1,0,1,1.00
Dark De Bruyne,Inca,2025-04-21,1,0,1,1.00
Dark De Bruyne,Inca,2025-05-26,0,1,1,0.00
Dark De Bruyne,Inca,2025-06-23,1,1,2,0.50
Dark De Bruyne,Inca,2025-06-30,0,1,1,0.00
Dark De Bruyne,Inca,2025-07-14,0,1,1,0.00
Dark De Bruyne,Inca,2025-09-01,1,0,1,1.00
Dark De Bruyne,Inca,2025-09-15,0,1,1,0.00
Dark De Bruyne,Inca,2025-11-03,1,0,1,1.00
Dark De Bruyne,Inca,2025-12-29,1,0,1,1.00
Dark De Bruyne,Italians,2024-07-15,1,0,1,1.00
Dark De Bruyne,Italians,2024-08-26,0,1,1,0.00
Dark De Bruyne,Italians,2024-11-25,0,1,1,0.00
Dark De Bruyne,Italians,2024-12-02,0,2,2,0.00
Dark De Bruyne,Italians,2025-01-13,2,0,2,1.00
Dark De Bruyne,Italians,2025-01-27,0,2,2,0.00
Dark De Bruyne,Italians,2025-04-21,0,1,1,0.00
Dark De Bruyne,Italians,2025-10-13,1,0,1,1.00
Dark De Bruyne,Italians,2026-02-16,1,1,2,0.50
Dark De Bruyne,Italians,2026-02-23,1,0,1,1.00
Dark De Bruyne,Japanese,2024-11-18,1,0,1,1.00
Dark De Bruyne,Japanese,2024-12-16,0,1,1,0.00
Dark De Bruyne,Japanese,2025-05-12,0,2,2,0.00
Dark De Bruyne,Japanese,2025-06-09,0,1,1,0.00
Dark De Bruyne,Japanese,2025-06-23,1,0,1,1.00
Dark De Bruyne,Japanese,2025-09-08,1,0,1,1.00
Dark De Bruyne,Japanese,2025-12-08,0,1,1,0.00
Dark De Bruyne,Japanese,2025-12-29,0,2,2,0.00
Dark De Bruyne,Japanese,2026-01-05,0,1,1,0.00
Dark De Bruyne,Jurchens,2025-05-05,1,0,1,1.00
Dark De Bruyne,Jurchens,2025-09-08,1,0,1,1.00
Dark De Bruyne,Jurchens,2025-11-10,0,1,1,0.00
Dark De Bruyne,Jurchens,2026-01-19,0,1,1,0.00
Dark De Bruyne,Khitans,2025-06-30,1,0,1,1.00
Dark De Bruyne,Khitans,2025-09-08,0,1,1,0.00
Dark De Bruyne,Khitans,2025-10-06,0,2,2,0.00
Dark De Bruyne,Khitans,2025-12-01,1,1,2,0.50
Dark De Bruyne,Khitans,2025-12-29,0,1,1,0.00
Dark De Bruyne,Khmer,2024-09-09,3,0,3,1.00
Dark De Bruyne,Khmer,2024-10-07,1,0,1,1.00
Dark De Bruyne,Khmer,2024-11-18,1,0,1,1.00
Dark De Bruyne,Khmer,2024-11-25,0,1,1,0.00
Dark De Bruyne,Khmer,2025-04-21,0,1,1,0.00
Dark De Bruyne,Khmer,2025-06-02,0,2,2,0.00
Dark De Bruyne,Khmer,2025-09-15,1,0,1,1.00
Dark De Bruyne,Khmer,2025-11-03,0,1,1,0.00
Dark De Bruyne,Khmer,2025-12-08,1,1,2,0.50
Dark De Bruyne,Khmer,2025-12-22,1,0,1,1.00
Dark De Bruyne,Koreans,2024-11-04,0,1,1,0.00
Dark De Bruyne,Koreans,2024-11-25,2,1,3,0.67
Dark De Bruyne,Koreans,2025-05-26,1,0,1,1.00
Dark De Bruyne,Koreans,2025-06-09,3,0,3,1.00
Dark De Bruyne,Koreans,2025-06-16,1,0,1,1.00
Dark De Bruyne,Koreans,2025-06-23,1,0,1,1.00
Dark De Bruyne,Koreans,2025-07-28,0,1,1,0.00
Dark De Bruyne,Koreans,2025-08-11,1,0,1,1.00
Dark De Bruyne,Koreans,2025-09-15,1,0,1,1.00
Dark De Bruyne,Koreans,2025-12-22,1,0,1,1.00
Dark De Bruyne,Koreans,2026-01-19,1,1,2,0.50
Dark De Bruyne,Koreans,2026-01-26,1,0,1,1.00
Dark De Bruyne,Lithuanians,2024-08-12,0,1,1,0.00
Dark De Bruyne,Lithuanians,2024-09-09,0,1,1,0.00
Dark De Bruyne,Lithuanians,2025-05-26,0,2,2,0.00
Dark De Bruyne,Lithuanians,2026-01-19,1,0,1,1.00
Dark De Bruyne,Lithuanians,2026-02-02,0,1,1,0.00
Dark De Bruyne,Magyars,2024-12-02,1,0,1,1.00
Dark De Bruyne,Magyars,2024-12-23,0,1,1,0.00
Dark De Bruyne,Magyars,2024-12-30,2,0,2,1.00
Dark De Bruyne,Magyars,2025-03-31,2,0,2,1.00
Dark De Bruyne,Magyars,2025-05-12,1,0,1,1.00
Dark De Bruyne,Magyars,2025-11-17,1,0,1,1.00
Dark De Bruyne,Magyars,2025-12-22,1,0,1,1.00
Dark De Bruyne,Magyars,2025-12-29,1,0,1,1.00
Dark De Bruyne,Magyars,2026-01-05,0,1,1,0.00
Dark De Bruyne,Magyars,2026-01-19,1,0,1,1.00
Dark De Bruyne,Malay,2024-06-17,0,1,1,0.00
Dark De Bruyne,Malay,2024-08-19,0,1,1,0.00
Dark De Bruyne,Malay,2025-05-19,1,0,1,1.00
Dark De Bruyne,Malay,2025-06-02,2,0,2,1.00
Dark De Bruyne,Malay,2025-10-20,0,1,1,0.00
Dark De Bruyne,Malians,2024-11-11,1,0,1,1.00
Dark De Bruyne,Malians,2024-12-23,1,0,1,1.00
Dark De Bruyne,Malians,2025-06-30,0,1,1,0.00
Dark De Bruyne,Malians,2025-07-07,0,1,1,0.00
Dark De Bruyne,Malians,2025-07-14,1,0,1,1.00
Dark De Bruyne,Malians,2025-11-10,1,0,1,1.00
Dark De Bruyne,Malians,2025-11-17,1,0,1,1.00
Dark De Bruyne,Malians,2025-12-08,0,1,1,0.00
Dark De Bruyne,Malians,2026-01-19,0,1,1,0.00
Dark De Bruyne,Malians,2026-02-02,1,0,1,1.00
Dark De Bruyne,Malians,2026-02-16,1,0,1,1.00
Dark De Bruyne,Mapuche,2026-02-16,1,1,2,0.50
Dark De Bruyne,Maya,2024-08-19,1,1,2,0.50
Dark De Bruyne,Maya,2024-11-11,0,1,1,0.00
Dark De Bruyne,Maya,2024-11-25,0,1,1,0.00
Dark De Bruyne,Maya,2025-04-14,1,0,1,1.00
Dark De Bruyne,Maya,2025-04-28,0,1,1,0.00
Dark De Bruyne,Maya,2025-06-23,0,1,1,0.00
Dark De Bruyne,Maya,2025-06-30,2,0,2,1.00
Dark De Bruyne,Maya,2025-07-28,1,2,3,0.33
Dark De Bruyne,Maya,2025-10-06,0,1,1,0.00
Dark De Bruyne,Maya,2026-01-05,1,1,2,0.50
Dark De Bruyne,Maya,2026-02-09,0,1,1,0.00
Dark De Bruyne,Mongols,2024-09-02,0,2,2,0.00
Dark De Bruyne,Mongols,2024-09-09,0,1,1,0.00
Dark De Bruyne,Mongols,2024-11-04,0,1,1,0.00
Dark De Bruyne,Mongols,2025-04-14,0,1,1,0.00
Dark De Bruyne,Mongols,2025-04-28,0,1,1,0.00
Dark De Bruyne,Mongols,2025-05-12,1,1,2,0.50
Dark De Bruyne,Mongols,2025-06-02,1,0,1,1.00
Dark De Bruyne,Mongols,2025-06-09,0,1,1,0.00
Dark De Bruyne,Mongols,2025-11-24,0,1,1,0.00
Dark De Bruyne,Mongols,2026-02-02,1,0,1,1.00
Dark De Bruyne,Mongols,2026-02-09,1,1,2,0.50
Dark De Bruyne,Muisca,2026-02-16,1,0,1,1.00
Dark De Bruyne,Persians,2025-04-28,1,1,2,0.50
Dark De Bruyne,Persians,2025-06-16,0,1,1,0.00
Dark De Bruyne,Persians,2025-11-03,1,0,1,1.00
Dark De Bruyne,Persians,2025-12-22,1,0,1,1.00
Dark De Bruyne,Persians,2026-02-16,0,1,1,0.00
Dark De Bruyne,Poles,2024-06-17,1,0,1,1.00
Dark De Bruyne,Poles,2024-11-04,0,1,1,0.00
Dark De Bruyne,Poles,2025-01-27,0,1,1,0.00
Dark De Bruyne,Poles,2025-03-31,1,0,1,1.00
Dark De Bruyne,Poles,2025-05-19,1,0,1,1.00
Dark De Bruyne,Poles,2025-05-26,1,0,1,1.00
Dark De Bruyne,Poles,2025-06-23,0,1,1,0.00
Dark De Bruyne,Poles,2025-07-07,0,2,2,0.00
Dark De Bruyne,Poles,2025-11-10,1,0,1,1.00
Dark De Bruyne,Poles,2025-11-24,1,0,1,1.00
Dark De Bruyne,Poles,2025-12-08,1,0,1,1.00
Dark De Bruyne,Portuguese,2024-09-16,0,1,1,0.00
Dark De Bruyne,Portuguese,2024-12-09,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-01-06,1,1,2,0.50
Dark De Bruyne,Portuguese,2025-06-30,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-07-07,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-07-21,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-07-28,1,1,2,0.50
Dark De Bruyne,Portuguese,2025-08-11,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-09-01,0,1,1,0.00
Dark De Bruyne,Portuguese,2025-11-10,1,0,1,1.00
Dark De Bruyne,Portuguese,2025-12-08,0,1,1,0.00
Dark De Bruyne,Portuguese,2026-02-02,0,1,1,0.00
Dark De Bruyne,Romans,2024-07-01,0,2,2,0.00
Dark De Bruyne,Romans,2024-08-26,0,1,1,0.00
Dark De Bruyne,Romans,2024-12-23,2,1,3,0.67
Dark De Bruyne,Romans,2025-03-24,0,1,1,0.00
Dark De Bruyne,Romans,2025-03-31,0,1,1,0.00
Dark De Bruyne,Romans,2025-04-07,0,1,1,0.00
Dark De Bruyne,Romans,2025-05-12,1,1,2,0.50
Dark De Bruyne,Romans,2026-02-23,0,1,1,0.00
Dark De Bruyne,Saracens,2024-11-18,1,0,1,1.00
Dark De Bruyne,Saracens,2024-11-25,0,1,1,0.00
Dark De Bruyne,Saracens,2024-12-09,1,0,1,1.00
Dark De Bruyne,Saracens,2025-06-09,0,1,1,0.00
Dark De Bruyne,Saracens,2025-08-25,0,1,1,0.00
Dark De Bruyne,Saracens,2025-09-08,1,0,1,1.00
Dark De Bruyne,Saracens,2025-09-29,1,0,1,1.00
Dark De Bruyne,Saracens,2025-10-27,1,0,1,1.00
Dark De Bruyne,Saracens,2026-01-26,0,1,1,0.00
Dark De Bruyne,Shu,2025-07-14,1,0,1,1.00
Dark De Bruyne,Shu,2025-09-08,1,1,2,0.50
Dark De Bruyne,Shu,2026-01-26,0,1,1,0.00
Dark De Bruyne,Shu,2026-02-02,0,1,1,0.00
Dark De Bruyne,Shu,2026-02-23,0,1,1,0.00
Dark De Bruyne,Sicilians,2024-07-15,0,2,2,0.00
Dark De Bruyne,Sicilians,2024-11-25,2,0,2,1.00
Dark De Bruyne,Sicilians,2024-12-16,0,1,1,0.00
Dark De Bruyne,Sicilians,2025-06-02,1,1,2,0.50
Dark De Bruyne,Sicilians,2025-06-23,2,0,2,1.00
Dark De Bruyne,Sicilians,2025-07-07,1,2,3,0.33
Dark De Bruyne,Sicilians,2025-09-08,0,1,1,0.00
Dark De Bruyne,Slavs,2024-07-29,2,1,3,0.67
Dark De Bruyne,Slavs,2024-12-09,1,0,1,1.00
Dark De Bruyne,Slavs,2025-03-24,0,1,1,0.00
Dark De Bruyne,Slavs,2025-04-07,0,1,1,0.00
Dark De Bruyne,Slavs,2025-04-28,1,1,2,0.50
Dark De Bruyne,Slavs,2025-06-30,2,1,3,0.67
Dark De Bruyne,Slavs,2025-07-14,2,0,2,1.00
Dark De Bruyne,Slavs,2025-09-08,1,0,1,1.00
Dark De Bruyne,Slavs,2025-09-15,0,1,1,0.00
Dark De Bruyne,Spanish,2024-08-26,0,1,1,0.00
Dark De Bruyne,Spanish,2024-12-09,1,0,1,1.00
Dark De Bruyne,Spanish,2025-06-16,1,0,1,1.00
Dark De Bruyne,Spanish,2025-06-30,1,1,2,0.50
Dark De Bruyne,Spanish,2025-07-14,1,0,1,1.00
Dark De Bruyne,Spanish,2025-09-15,0,1,1,0.00
Dark De Bruyne,Spanish,2025-10-13,0,1,1,0.00
Dark De Bruyne,Spanish,2026-01-26,1,1,2,0.50
Dark De Bruyne,Spanish,2026-02-09,0,1,1,0.00
Dark De Bruyne,Spanish,2026-02-23,0,1,1,0.00
Dark De Bruyne,Tatars,2024-09-16,1,0,1,1.00
Dark De Bruyne,Tatars,2024-11-18,1,0,1,1.00
Dark De Bruyne,Tatars,2024-12-30,1,0,1,1.00
Dark De Bruyne,Tatars,2025-04-14,0,2,2,0.00
Dark De Bruyne,Tatars,2025-06-23,0,1,1,0.00
Dark De Bruyne,Tatars,2025-12-01,1,0,1,1.00
Dark De Bruyne,Tatars,2026-01-05,0,1,1,0.00
Dark De Bruyne,Tatars,2026-01-26,0,1,1,0.00
Dark De Bruyne,Teutons,2024-08-26,1,0,1,1.00
Dark De Bruyne,Teutons,2024-11-18,0,1,1,0.00
Dark De Bruyne,Teutons,2024-11-25,1,0,1,1.00
Dark De Bruyne,Teutons,2024-12-16,0,1,1,0.00
Dark De Bruyne,Teutons,2025-05-12,0,1,1,0.00
Dark De Bruyne,Teutons,2025-06-02,0,1,1,0.00
Dark De Bruyne,Teutons,2025-06-09,1,0,1,1.00
Dark De Bruyne,Teutons,2025-07-07,1,1,2,0.50
Dark De Bruyne,Teutons,2025-10-27,1,0,1,1.00
Dark De Bruyne,Teutons,2025-12-15,1,0,1,1.00
Dark De Bruyne,Teutons,2026-01-19,1,0,1,1.00
Dark De Bruyne,Teutons,2026-02-23,0,1,1,0.00
Dark De Bruyne,Tupi,2026-02-16,1,0,1,1.00
Dark De Bruyne,Tupi,2026-02-23,1,0,1,1.00
Dark De Bruyne,Turks,2024-06-24,0,1,1,0.00
Dark De Bruyne,Turks,2024-08-26,0,1,1,0.00
Dark De Bruyne,Turks,2024-10-07,0,1,1,0.00
Dark De Bruyne,Turks,2024-12-02,1,0,1,1.00
Dark De Bruyne,Turks,2025-03-24,1,0,1,1.00
Dark De Bruyne,Turks,2025-03-31,1,0,1,1.00
Dark De Bruyne,Turks,2025-04-07,0,1,1,0.00
Dark De Bruyne,Turks,2025-04-14,1,0,1,1.00
Dark De Bruyne,Turks,2025-04-28,1,0,1,1.00
Dark De Bruyne,Turks,2025-07-21,1,0,1,1.00
Dark De Bruyne,Turks,2025-07-28,1,0,1,1.00
Dark De Bruyne,Turks,2025-10-06,0,1,1,0.00
Dark De Bruyne,Turks,2025-12-22,1,0,1,1.00
Dark De Bruyne,Turks,2025-12-29,0,1,1,0.00
Dark De Bruyne,Turks,2026-01-26,1,0,1,1.00
Dark De Bruyne,Turks,2026-02-16,0,1,1,0.00
Dark De Bruyne,Turks,2026-02-23,0,1,1,0.00
Dark De Bruyne,Vietnamese,2024-09-30,0,2,2,0.00
Dark De Bruyne,Vietnamese,2024-11-25,0,1,1,0.00
Dark De Bruyne,Vietnamese,2025-01-20,1,2,3,0.33
Dark De Bruyne,Vietnamese,2025-07-21,0,1,1,0.00
Dark De Bruyne,Vietnamese,2025-10-13,2,0,2,1.00
Dark De Bruyne,Vietnamese,2025-10-27,0,1,1,0.00
Dark De Bruyne,Vietnamese,2025-12-15,1,0,1,1.00
Dark De Bruyne,Vietnamese,2026-01-05,0,1,1,0.00
Dark De Bruyne,Vikings,2024-07-01,2,0,2,1.00
Dark De Bruyne,Vikings,2025-03-03,2,0,2,1.00
Dark De Bruyne,Vikings,2025-03-24,0,1,1,0.00
Dark De Bruyne,Vikings,2025-12-22,1,0,1,1.00
Dark De Bruyne,Wei,2025-11-03,0,1,1,0.00
Dark De Bruyne,Wei,2025-12-08,0,1,1,0.00
Dark De Bruyne,Wei,2026-02-02,1,1,2,0.50
