week,nick,civ,wins,losses,games,winrate,week_total_wins,week_total_losses,week_total_games,week_winrate
2024-W04,centurion12,Bulgarians,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Byzantines,0,1,1,0.00,8,4,12,0.67
2024-W04,centurion12,Celts,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Ethiopians,0,1,1,0.00,8,4,12,0.67
2024-W04,centurion12,Goths,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Khmer,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Lithuanians,0,2,2,0.00,8,4,12,0.67
2024-W04,centurion12,Magyars,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Portuguese,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Saracens,1,0,1,1.00,8,4,12,0.67
2024-W04,centurion12,Teutons,1,0,1,1.00,8,4,12,0.67
2024-W04,feedertony,Britons,0,1,1,0.00,6,7,13,0.46
2024-W04,feedertony,Chinese,0,1,1,0.00,6,7,13,0.46
2024-W04,feedertony,Goths,1,0,1,1.00,6,7,13,0.46
2024-W04,feedertony,Hindustanis,1,1,2,0.50,6,7,13,0.46
2024-W04,feedertony,Inca,0,1,1,0.00,6,7,13,0.46
2024-W04,feedertony,Lithuanians,0,1,1,0.00,6,7,13,0.46
2024-W04,feedertony,Malay,1,0,1,1.00,6,7,13,0.46
2024-W04,feedertony,Mongols,1,1,2,0.50,6,7,13,0.46
2024-W04,feedertony,Persians,2,0,2,1.00,6,7,13,0.46
2024-W04,feedertony,Saracens,0,1,1,0.00,6,7,13,0.46
2024-W04,Gajini,Bulgarians,0,1,1,0.00,5,10,15,0.33
2024-W04,Gajini,Celts,1,0,1,1.00,5,10,15,0.33
2024-W04,Gajini,Dravidians,0,1,1,0.00,5,10,15,0.33
2024-W04,Gajini,Inca,0,1,1,0.00,5,10,15,0.33
2024-W04,Gajini,Khmer,0,1,1,0.00,5,10,15,0.33
2024-W04,Gajini,Magyars,0,1,1,0.00,5,10,15,0.33
2024-W04,Gajini,Malians,0,2,2,0.00,5,10,15,0.33
2024-W04,Gajini,Saracens,1,0,1,1.00,5,10,15,0.33
2024-W04,Gajini,Spanish,1,0,1,1.00,5,10,15,0.33
2024-W04,Gajini,Tatars,2,0,2,1.00,5,10,15,0.33
2024-W04,Gajini,Turks,0,3,3,0.00,5,10,15,0.33
2024-W04,M1k3,Aztecs,1,1,2,0.50,5,5,10,0.50
2024-W04,M1k3,Franks,1,0,1,1.00,5,5,10,0.50
2024-W04,M1k3,Huns,1,0,1,1.00,5,5,10,0.50
2024-W04,M1k3,Italians,1,0,1,1.00,5,5,10,0.50
2024-W04,M1k3,Japanese,0,1,1,0.00,5,5,10,0.50
2024-W04,M1k3,Portuguese,1,0,1,1.00,5,5,10,0.50
2024-W04,M1k3,Teutons,0,1,1,0.00,5,5,10,0.50
2024-W04,M1k3,Vietnamese,0,1,1,0.00,5,5,10,0.50
2024-W04,M1k3,Vikings,0,1,1,0.00,5,5,10,0.50
2024-W04,ninjavarier,Saracens,0,1,1,0.00,0,1,1,0.00
2024-W04,Shadeslayer,Armenians,1,0,1,1.00,5,5,10,0.50
2024-W04,Shadeslayer,Bohemians,0,1,1,0.00,5,5,10,0.50
2024-W04,Shadeslayer,Byzantines,0,1,1,0.00,5,5,10,0.50
2024-W04,Shadeslayer,Lithuanians,1,1,2,0.50,5,5,10,0.50
2024-W04,Shadeslayer,Maya,1,0,1,1.00,5,5,10,0.50
2024-W04,Shadeslayer,Poles,1,0,1,1.00,5,5,10,0.50
2024-W04,Shadeslayer,Portuguese,0,1,1,0.00,5,5,10,0.50
2024-W04,Shadeslayer,Tatars,0,1,1,0.00,5,5,10,0.50
2024-W04,Shadeslayer,Teutons,1,0,1,1.00,5,5,10,0.50
2024-W04,stylishsteam,Mongols,1,0,1,1.00,1,0,1,1.00
2024-W04,sundar7238,Berbers,0,1,1,0.00,2,2,4,0.50
2024-W04,sundar7238,Byzantines,1,0,1,1.00,2,2,4,0.50
2024-W04,sundar7238,Hindustanis,0,1,1,0.00,2,2,4,0.50
2024-W04,sundar7238,Spanish,1,0,1,1.00,2,2,4,0.50
2024-W04,tyPo,Bulgarians,2,0,2,1.00,3,5,8,0.38
2024-W04,tyPo,Byzantines,1,1,2,0.50,3,5,8,0.38
2024-W04,tyPo,Dravidians,0,1,1,0.00,3,5,8,0.38
2024-W04,tyPo,Lithuanians,0,1,1,0.00,3,5,8,0.38
2024-W04,tyPo,Poles,0,2,2,0.00,3,5,8,0.38
2024-W05,aadvanced,Slavs,1,0,1,1.00,1,0,1,1.00
2024-W05,feedertony,Bengalis,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Bohemians,1,0,1,1.00,7,8,15,0.47
2024-W05,feedertony,Bulgarians,1,0,1,1.00,7,8,15,0.47
2024-W05,feedertony,Burmese,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Byzantines,3,0,3,1.00,7,8,15,0.47
2024-W05,feedertony,Celts,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Goths,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Magyars,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Mongols,1,0,1,1.00,7,8,15,0.47
2024-W05,feedertony,Saracens,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Spanish,1,0,1,1.00,7,8,15,0.47
2024-W05,feedertony,Teutons,0,1,1,0.00,7,8,15,0.47
2024-W05,feedertony,Vietnamese,0,1,1,0.00,7,8,15,0.47
2024-W05,Gajini,Celts,1,3,4,0.25,4,9,13,0.31
2024-W05,Gajini,Ethiopians,1,2,3,0.33,4,9,13,0.31
2024-W05,Gajini,Goths,1,0,1,1.00,4,9,13,0.31
2024-W05,Gajini,Inca,0,1,1,0.00,4,9,13,0.31
2024-W05,Gajini,Italians,1,0,1,1.00,4,9,13,0.31
2024-W05,Gajini,Malians,0,1,1,0.00,4,9,13,0.31
2024-W05,Gajini,Spanish,0,1,1,0.00,4,9,13,0.31
2024-W05,Gajini,Vikings,0,1,1,0.00,4,9,13,0.31
2024-W05,M1k3,Aztecs,0,1,1,0.00,10,6,16,0.62
2024-W05,M1k3,Bengalis,2,0,2,1.00,10,6,16,0.62
2024-W05,M1k3,Byzantines,1,0,1,1.00,10,6,16,0.62
2024-W05,M1k3,Koreans,1,0,1,1.00,10,6,16,0.62
2024-W05,M1k3,Lithuanians,1,0,1,1.00,10,6,16,0.62
2024-W05,M1k3,Malay,0,1,1,0.00,10,6,16,0.62
2024-W05,M1k3,Malians,0,1,1,0.00,10,6,16,0.62
2024-W05,M1k3,Maya,1,1,2,0.50,10,6,16,0.62
2024-W05,M1k3,Mongols,1,0,1,1.00,10,6,16,0.62
2024-W05,M1k3,Portuguese,2,0,2,1.00,10,6,16,0.62
2024-W05,M1k3,Spanish,1,1,2,0.50,10,6,16,0.62
2024-W05,M1k3,Tatars,0,1,1,0.00,10,6,16,0.62
2024-W05,Shadeslayer,Armenians,1,1,2,0.50,7,5,12,0.58
2024-W05,Shadeslayer,Bulgarians,1,0,1,1.00,7,5,12,0.58
2024-W05,Shadeslayer,Cumans,1,1,2,0.50,7,5,12,0.58
2024-W05,Shadeslayer,Dravidians,1,1,2,0.50,7,5,12,0.58
2024-W05,Shadeslayer,Italians,0,1,1,0.00,7,5,12,0.58
2024-W05,Shadeslayer,Khmer,1,0,1,1.00,7,5,12,0.58
2024-W05,Shadeslayer,Malians,1,0,1,1.00,7,5,12,0.58
2024-W05,Shadeslayer,Saracens,1,0,1,1.00,7,5,12,0.58
2024-W05,Shadeslayer,Sicilians,0,1,1,0.00,7,5,12,0.58
2024-W05,stylishsteam,Koreans,0,1,1,0.00,0,1,1,0.00
2024-W05,sundar7238,Burmese,0,1,1,0.00,3,4,7,0.43
2024-W05,sundar7238,Byzantines,2,0,2,1.00,3,4,7,0.43
2024-W05,sundar7238,Koreans,1,0,1,1.00,3,4,7,0.43
2024-W05,sundar7238,Malay,0,1,1,0.00,3,4,7,0.43
2024-W05,sundar7238,Slavs,0,1,1,0.00,3,4,7,0.43
2024-W05,sundar7238,Vikings,0,1,1,0.00,3,4,7,0.43
2024-W05,tyPo,Bengalis,0,1,1,0.00,8,8,16,0.50
2024-W05,tyPo,Bohemians,1,0,1,1.00,8,8,16,0.50
2024-W05,tyPo,Burgundians,0,1,1,0.00,8,8,16,0.50
2024-W05,tyPo,Burmese,0,1,1,0.00,8,8,16,0.50
2024-W05,tyPo,Cumans,1,0,1,1.00,8,8,16,0.50
2024-W05,tyPo,Ethiopians,2,0,2,1.00,8,8,16,0.50
2024-W05,tyPo,Goths,2,0,2,1.00,8,8,16,0.50
2024-W05,tyPo,Magyars,0,1,1,0.00,8,8,16,0.50
2024-W05,tyPo,Mongols,0,1,1,0.00,8,8,16,0.50
2024-W05,tyPo,Poles,1,0,1,1.00,8,8,16,0.50
2024-W05,tyPo,Saracens,1,0,1,1.00,8,8,16,0.50
2024-W05,tyPo,Spanish,0,3,3,0.00,8,8,16,0.50
2024-W06,aadvanced,Dravidians,1,0,1,1.00,1,0,1,1.00
2024-W06,centurion12,Italians,0,1,1,0.00,0,1,1,0.00
2024-W06,feedertony,Berbers,1,0,1,1.00,1,0,1,1.00
2024-W06,Gajini,Slavs,1,0,1,1.00,1,0,1,1.00
2024-W06,M1k3,Koreans,0,1,1,0.00,0,2,2,0.00
2024-W06,M1k3,Persians,0,1,1,0.00,0,2,2,0.00
2024-W06,Shadeslayer,Lithuanians,0,1,1,0.00,0,1,1,0.00
2024-W07,Gajini,Berbers,0,1,1,0.00,7,2,9,0.78
2024-W07,Gajini,Cumans,1,1,2,0.50,7,2,9,0.78
2024-W07,Gajini,Japanese,2,0,2,1.00,7,2,9,0.78
2024-W07,Gajini,Lithuanians,1,0,1,1.00,7,2,9,0.78
2024-W07,Gajini,Mongols,1,0,1,1.00,7,2,9,0.78
2024-W07,Gajini,Spanish,2,0,2,1.00,7,2,9,0.78
2024-W07,M1k3,Goths,0,1,1,0.00,2,3,5,0.40
2024-W07,M1k3,Huns,1,0,1,1.00,2,3,5,0.40
2024-W07,M1k3,Khmer,0,1,1,0.00,2,3,5,0.40
2024-W07,M1k3,Persians,0,1,1,0.00,2,3,5,0.40
2024-W07,M1k3,Poles,1,0,1,1.00,2,3,5,0.40
2024-W07,ninjavarier,Berbers,0,1,1,0.00,2,3,5,0.40
2024-W07,ninjavarier,Bohemians,0,1,1,0.00,2,3,5,0.40
2024-W07,ninjavarier,Goths,1,0,1,1.00,2,3,5,0.40
2024-W07,ninjavarier,Lithuanians,1,0,1,1.00,2,3,5,0.40
2024-W07,ninjavarier,Magyars,0,1,1,0.00,2,3,5,0.40
2024-W07,Shadeslayer,Britons,1,0,1,1.00,5,5,10,0.50
2024-W07,Shadeslayer,Bulgarians,0,1,1,0.00,5,5,10,0.50
2024-W07,Shadeslayer,Burgundians,1,0,1,1.00,5,5,10,0.50
2024-W07,Shadeslayer,Chinese,0,3,3,0.00,5,5,10,0.50
2024-W07,Shadeslayer,Franks,1,0,1,1.00,5,5,10,0.50
2024-W07,Shadeslayer,Italians,1,0,1,1.00,5,5,10,0.50
2024-W07,Shadeslayer,Koreans,0,1,1,0.00,5,5,10,0.50
2024-W07,Shadeslayer,Slavs,1,0,1,1.00,5,5,10,0.50
2024-W07,stylishsteam,Aztecs,0,1,1,0.00,3,1,4,0.75
2024-W07,stylishsteam,Lithuanians,1,0,1,1.00,3,1,4,0.75
2024-W07,stylishsteam,Malay,1,0,1,1.00,3,1,4,0.75
2024-W07,stylishsteam,Vietnamese,1,0,1,1.00,3,1,4,0.75
2024-W07,sundar7238,Aztecs,1,1,2,0.50,5,7,12,0.42
2024-W07,sundar7238,Bengalis,1,1,2,0.50,5,7,12,0.42
2024-W07,sundar7238,Berbers,1,0,1,1.00,5,7,12,0.42
2024-W07,sundar7238,Britons,1,1,2,0.50,5,7,12,0.42
2024-W07,sundar7238,Franks,0,1,1,0.00,5,7,12,0.42
2024-W07,sundar7238,Huns,1,0,1,1.00,5,7,12,0.42
2024-W07,sundar7238,Lithuanians,0,1,1,0.00,5,7,12,0.42
2024-W07,sundar7238,Maya,0,1,1,0.00,5,7,12,0.42
2024-W07,sundar7238,Vikings,0,1,1,0.00,5,7,12,0.42
2024-W07,tyPo,Britons,0,1,1,0.00,8,4,12,0.67
2024-W07,tyPo,Bulgarians,1,1,2,0.50,8,4,12,0.67
2024-W07,tyPo,Dravidians,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Franks,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Gurjaras,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Hindustanis,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Inca,0,1,1,0.00,8,4,12,0.67
2024-W07,tyPo,Persians,0,1,1,0.00,8,4,12,0.67
2024-W07,tyPo,Spanish,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Tatars,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo,Vietnamese,1,0,1,1.00,8,4,12,0.67
2024-W07,tyPo Fan,Berbers,0,1,1,0.00,4,5,9,0.44
2024-W07,tyPo Fan,Hindustanis,0,1,1,0.00,4,5,9,0.44
2024-W07,tyPo Fan,Italians,2,0,2,1.00,4,5,9,0.44
2024-W07,tyPo Fan,Malay,0,1,1,0.00,4,5,9,0.44
2024-W07,tyPo Fan,Portuguese,0,1,1,0.00,4,5,9,0.44
2024-W07,tyPo Fan,Slavs,1,0,1,1.00,4,5,9,0.44
2024-W07,tyPo Fan,Turks,1,0,1,1.00,4,5,9,0.44
2024-W07,tyPo Fan,Vikings,0,1,1,0.00,4,5,9,0.44
2024-W08,Gajini,Huns,0,1,1,0.00,1,5,6,0.17
2024-W08,Gajini,Italians,1,1,2,0.50,1,5,6,0.17
2024-W08,Gajini,Tatars,0,2,2,0.00,1,5,6,0.17
2024-W08,Gajini,Vietnamese,0,1,1,0.00,1,5,6,0.17
2024-W08,M1k3,Burmese,1,0,1,1.00,4,1,5,0.80
2024-W08,M1k3,Franks,0,1,1,0.00,4,1,5,0.80
2024-W08,M1k3,Khmer,1,0,1,1.00,4,1,5,0.80
2024-W08,M1k3,Magyars,2,0,2,1.00,4,1,5,0.80
2024-W08,ninjavarier,Bohemians,2,0,2,1.00,5,1,6,0.83
2024-W08,ninjavarier,Ethiopians,1,1,2,0.50,5,1,6,0.83
2024-W08,ninjavarier,Lithuanians,1,0,1,1.00,5,1,6,0.83
2024-W08,ninjavarier,Maya,1,0,1,1.00,5,1,6,0.83
2024-W08,Shadeslayer,Armenians,1,1,2,0.50,2,1,3,0.67
2024-W08,Shadeslayer,Franks,1,0,1,1.00,2,1,3,0.67
2024-W08,sundar7238,Bengalis,2,0,2,1.00,3,3,6,0.50
2024-W08,sundar7238,Berbers,0,2,2,0.00,3,3,6,0.50
2024-W08,sundar7238,Burgundians,1,0,1,1.00,3,3,6,0.50
2024-W08,sundar7238,Japanese,0,1,1,0.00,3,3,6,0.50
2024-W08,tyPo,Byzantines,1,0,1,1.00,2,3,5,0.40
2024-W08,tyPo,Ethiopians,0,1,1,0.00,2,3,5,0.40
2024-W08,tyPo,Sicilians,1,1,2,0.50,2,3,5,0.40
2024-W08,tyPo,Slavs,0,1,1,0.00,2,3,5,0.40
2024-W08,tyPo Fan,Koreans,0,1,1,0.00,2,4,6,0.33
2024-W08,tyPo Fan,Maya,1,0,1,1.00,2,4,6,0.33
2024-W08,tyPo Fan,Mongols,0,2,2,0.00,2,4,6,0.33
2024-W08,tyPo Fan,Teutons,1,0,1,1.00,2,4,6,0.33
2024-W08,tyPo Fan,Vietnamese,0,1,1,0.00,2,4,6,0.33
2024-W09,feedertony,Byzantines,0,2,2,0.00,4,6,10,0.40
2024-W09,feedertony,Franks,1,0,1,1.00,4,6,10,0.40
2024-W09,feedertony,Gurjaras,1,0,1,1.00,4,6,10,0.40
2024-W09,feedertony,Huns,0,2,2,0.00,4,6,10,0.40
2024-W09,feedertony,Inca,0,1,1,0.00,4,6,10,0.40
2024-W09,feedertony,Japanese,1,0,1,1.00,4,6,10,0.40
2024-W09,feedertony,Malians,0,1,1,0.00,4,6,10,0.40
2024-W09,feedertony,Persians,1,0,1,1.00,4,6,10,0.40
2024-W09,fenrir05,Armenians,0,1,1,0.00,2,2,4,0.50
2024-W09,fenrir05,Goths,1,0,1,1.00,2,2,4,0.50
2024-W09,fenrir05,Romans,0,1,1,0.00,2,2,4,0.50
2024-W09,fenrir05,Spanish,1,0,1,1.00,2,2,4,0.50
2024-W09,Gajini,Byzantines,1,0,1,1.00,7,8,15,0.47
2024-W09,Gajini,Chinese,1,1,2,0.50,7,8,15,0.47
2024-W09,Gajini,Cumans,1,0,1,1.00,7,8,15,0.47
2024-W09,Gajini,Goths,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Gurjaras,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Italians,2,0,2,1.00,7,8,15,0.47
2024-W09,Gajini,Lithuanians,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Malay,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Saracens,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Slavs,2,0,2,1.00,7,8,15,0.47
2024-W09,Gajini,Teutons,0,1,1,0.00,7,8,15,0.47
2024-W09,Gajini,Turks,0,1,1,0.00,7,8,15,0.47
2024-W09,M1k3,Bengalis,1,1,2,0.50,6,5,11,0.55
2024-W09,M1k3,Berbers,1,1,2,0.50,6,5,11,0.55
2024-W09,M1k3,Bulgarians,2,0,2,1.00,6,5,11,0.55
2024-W09,M1k3,Celts,1,0,1,1.00,6,5,11,0.55
2024-W09,M1k3,Dravidians,0,1,1,0.00,6,5,11,0.55
2024-W09,M1k3,Gurjaras,1,0,1,1.00,6,5,11,0.55
2024-W09,M1k3,Hindustanis,0,1,1,0.00,6,5,11,0.55
2024-W09,M1k3,Japanese,0,1,1,0.00,6,5,11,0.55
2024-W09,ninjavarier,Dravidians,1,0,1,1.00,4,1,5,0.80
2024-W09,ninjavarier,Gurjaras,1,0,1,1.00,4,1,5,0.80
2024-W09,ninjavarier,Inca,1,0,1,1.00,4,1,5,0.80
2024-W09,ninjavarier,Japanese,1,0,1,1.00,4,1,5,0.80
2024-W09,ninjavarier,Koreans,0,1,1,0.00,4,1,5,0.80
2024-W09,Shadeslayer,Britons,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Celts,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Cumans,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Georgians,3,0,3,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Koreans,0,1,1,0.00,9,2,11,0.82
2024-W09,Shadeslayer,Malians,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Poles,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Portuguese,1,0,1,1.00,9,2,11,0.82
2024-W09,Shadeslayer,Turks,0,1,1,0.00,9,2,11,0.82
2024-W09,stylishsteam,Byzantines,0,1,1,0.00,1,1,2,0.50
2024-W09,stylishsteam,Franks,1,0,1,1.00,1,1,2,0.50
2024-W09,sundar7238,Bulgarians,0,1,1,0.00,7,9,16,0.44
2024-W09,sundar7238,Chinese,1,0,1,1.00,7,9,16,0.44
2024-W09,sundar7238,Cumans,0,1,1,0.00,7,9,16,0.44
2024-W09,sundar7238,Dravidians,0,1,1,0.00,7,9,16,0.44
2024-W09,sundar7238,Hindustanis,1,0,1,1.00,7,9,16,0.44
2024-W09,sundar7238,Inca,1,1,2,0.50,7,9,16,0.44
2024-W09,sundar7238,Japanese,1,0,1,1.00,7,9,16,0.44
2024-W09,sundar7238,Malians,0,1,1,0.00,7,9,16,0.44
2024-W09,sundar7238,Maya,0,2,2,0.00,7,9,16,0.44
2024-W09,sundar7238,Saracens,1,1,2,0.50,7,9,16,0.44
2024-W09,sundar7238,Sicilians,0,1,1,0.00,7,9,16,0.44
2024-W09,sundar7238,Slavs,1,0,1,1.00,7,9,16,0.44
2024-W09,sundar7238,Tatars,1,0,1,1.00,7,9,16,0.44
2024-W09,tyPo,Bengalis,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Bohemians,0,2,2,0.00,9,12,21,0.43
2024-W09,tyPo,Burgundians,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Burmese,1,1,2,0.50,9,12,21,0.43
2024-W09,tyPo,Byzantines,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Cumans,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Franks,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Goths,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Gurjaras,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Hindustanis,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Khmer,1,2,3,0.33,9,12,21,0.43
2024-W09,tyPo,Magyars,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Malians,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Maya,1,0,1,1.00,9,12,21,0.43
2024-W09,tyPo,Poles,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Saracens,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo,Sicilians,0,1,1,0.00,9,12,21,0.43
2024-W09,tyPo Fan,Britons,0,1,1,0.00,11,3,14,0.79
2024-W09,tyPo Fan,Bulgarians,0,1,1,0.00,11,3,14,0.79
2024-W09,tyPo Fan,Burmese,2,0,2,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Inca,2,0,2,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Magyars,1,1,2,0.50,11,3,14,0.79
2024-W09,tyPo Fan,Malay,2,0,2,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Maya,1,0,1,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Mongols,1,0,1,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Portuguese,1,0,1,1.00,11,3,14,0.79
2024-W09,tyPo Fan,Vikings,1,0,1,1.00,11,3,14,0.79
2024-W10,centurion12,Bulgarians,0,2,2,0.00,0,8,8,0.00
2024-W10,centurion12,Goths,0,1,1,0.00,0,8,8,0.00
2024-W10,centurion12,Malians,0,1,1,0.00,0,8,8,0.00
2024-W10,centurion12,Mongols,0,1,1,0.00,0,8,8,0.00
2024-W10,centurion12,Sicilians,0,1,1,0.00,0,8,8,0.00
2024-W10,centurion12,Spanish,0,1,1,0.00,0,8,8,0.00
2024-W10,centurion12,Tatars,0,1,1,0.00,0,8,8,0.00
2024-W10,ddk,Malay,0,1,1,0.00,0,3,3,0.00
2024-W10,ddk,Slavs,0,1,1,0.00,0,3,3,0.00
2024-W10,ddk,Vietnamese,0,1,1,0.00,0,3,3,0.00
2024-W10,feedertony,Inca,0,1,1,0.00,2,1,3,0.67
2024-W10,feedertony,Persians,1,0,1,1.00,2,1,3,0.67
2024-W10,feedertony,Spanish,1,0,1,1.00,2,1,3,0.67
2024-W10,Gajini,Berbers,1,0,1,1.00,7,9,16,0.44
2024-W10,Gajini,Britons,0,1,1,0.00,7,9,16,0.44
2024-W10,Gajini,Celts,0,1,1,0.00,7,9,16,0.44
2024-W10,Gajini,Goths,0,1,1,0.00,7,9,16,0.44
2024-W10,Gajini,Japanese,2,0,2,1.00,7,9,16,0.44
2024-W10,Gajini,Koreans,0,2,2,0.00,7,9,16,0.44
2024-W10,Gajini,Lithuanians,1,0,1,1.00,7,9,16,0.44
2024-W10,Gajini,Malay,1,0,1,1.00,7,9,16,0.44
2024-W10,Gajini,Saracens,0,2,2,0.00,7,9,16,0.44
2024-W10,Gajini,Slavs,1,0,1,1.00,7,9,16,0.44
2024-W10,Gajini,Spanish,0,1,1,0.00,7,9,16,0.44
2024-W10,Gajini,Vikings,1,1,2,0.50,7,9,16,0.44
2024-W10,M1k3,Bohemians,1,0,1,1.00,5,3,8,0.62
2024-W10,M1k3,Burgundians,1,0,1,1.00,5,3,8,0.62
2024-W10,M1k3,Byzantines,0,1,1,0.00,5,3,8,0.62
2024-W10,M1k3,Chinese,1,0,1,1.00,5,3,8,0.62
2024-W10,M1k3,Inca,0,1,1,0.00,5,3,8,0.62
2024-W10,M1k3,Maya,0,1,1,0.00,5,3,8,0.62
2024-W10,M1k3,Sicilians,1,0,1,1.00,5,3,8,0.62
2024-W10,M1k3,Vikings,1,0,1,1.00,5,3,8,0.62
2024-W10,ninjavarier,Bohemians,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Celts,1,0,1,1.00,3,6,9,0.33
2024-W10,ninjavarier,Cumans,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Goths,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Malay,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Mongols,1,0,1,1.00,3,6,9,0.33
2024-W10,ninjavarier,Romans,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Spanish,0,1,1,0.00,3,6,9,0.33
2024-W10,ninjavarier,Vikings,1,0,1,1.00,3,6,9,0.33
2024-W10,Shadeslayer,Aztecs,0,1,1,0.00,2,6,8,0.25
2024-W10,Shadeslayer,Bulgarians,0,1,1,0.00,2,6,8,0.25
2024-W10,Shadeslayer,Gurjaras,1,1,2,0.50,2,6,8,0.25
2024-W10,Shadeslayer,Koreans,1,0,1,1.00,2,6,8,0.25
2024-W10,Shadeslayer,Lithuanians,0,1,1,0.00,2,6,8,0.25
2024-W10,Shadeslayer,Malay,0,1,1,0.00,2,6,8,0.25
2024-W10,Shadeslayer,Saracens,0,1,1,0.00,2,6,8,0.25
2024-W10,sundar7238,Celts,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Chinese,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Franks,1,0,1,1.00,6,9,15,0.40
2024-W10,sundar7238,Goths,1,0,1,1.00,6,9,15,0.40
2024-W10,sundar7238,Gurjaras,2,1,3,0.67,6,9,15,0.40
2024-W10,sundar7238,Italians,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Koreans,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Magyars,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Slavs,1,0,1,1.00,6,9,15,0.40
2024-W10,sundar7238,Tatars,0,1,1,0.00,6,9,15,0.40
2024-W10,sundar7238,Teutons,1,1,2,0.50,6,9,15,0.40
2024-W10,sundar7238,Vietnamese,0,1,1,0.00,6,9,15,0.40
2024-W10,tyPo,Aztecs,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Bengalis,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Burgundians,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Burmese,1,0,1,1.00,6,12,18,0.33
2024-W10,tyPo,Byzantines,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Dravidians,1,0,1,1.00,6,12,18,0.33
2024-W10,tyPo,Ethiopians,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Franks,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Hindustanis,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Italians,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Magyars,1,0,1,1.00,6,12,18,0.33
2024-W10,tyPo,Persians,1,0,1,1.00,6,12,18,0.33
2024-W10,tyPo,Tatars,1,2,3,0.33,6,12,18,0.33
2024-W10,tyPo,Teutons,0,1,1,0.00,6,12,18,0.33
2024-W10,tyPo,Turks,1,0,1,1.00,6,12,18,0.33
